Customer Type,Comments,Identified_Language,Translated_Language,Response,Categorisation,Sentiment,Sector,Flight No,Flight Date,Cabin Class,Seat No,Aircraft Version,Tail No,FFP Member,Gender,Age,Country,sentiment,sentiment_score,keywords,keywords_label,keywords_relevance,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,concepts_text,concepts_relevance
Promoter,Transit: Comments,fr,Too long in Mauritius but you can do nothing!,Trop long à Maurice mais vous n'y pouvez rien !,Too long waiting time,Negative,RUN-MRU,NK0239,24/12/2018,ECONOMY,028C,332,3BNBL,NO,Female,55-64,France,negative,-0.877349,Mauritius,negative,0.980057,0.076478,0.075871,0.075916,0.179162,0.194468,,
,Transit: Comments,en,"There was a change of flight time to Paris by some 4 hours. I only learned of this when I got to Mauritius.
Why was I not informed beforehand - you have my contact details. I had onward travel reservations which had to be changed at the last minute and this involved having to pay extra!!!!!  ","There was a change of flight time to Paris by some 4 hours. I only learned of this when I got to Mauritius.
Why was I not informed beforehand - you have my contact details. I had onward travel reservations which had to be changed at the last minute and this involved having to pay extra!!!!!  ",Delay,negative,DUR-MRU,NK0846,12/06/2019,BUSINESS,002C,319,3BNBF,NO,Male,65-75,Singapore,negative,-0.594194,onward travel reservations,negative,0.954612,0.306366,0.020417,0.027781,0.272003,0.080892,Change,0.91136
Promoter,Transit: Comments,pt,In the,No,none,Neutral,MRU-BOM,NK0748,12/06/2019,ECONOMY,023B,343C,3BNAU,NO,Male,55-64,India,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,en,No very good,No very good,good service,Negative,PER-MRU,NK0441,12/06/2019,ECONOMY,019F,332,3BNBM,NO,Male,45-54,Australia,negative,-0.567371,,,,0.088473,0.074744,0.091248,0.179551,0.148831,,
Passive,Transit: Comments,en,I bought liquidsin Heathrow departure. that I had to throw away in Paris as they were over 100ml. because we had to go through security. Even though we hadnt left the airport.,I bought liquidsin Heathrow departure. that I had to throw away in Paris as they were over 100ml. because we had to go through security. Even though we hadnt left the airport.,Poor management,Negative,CDG-MRU,NK0045,07/03/2019,ECONOMY,028D,359C,3BNBP,NO,Female,55-64,United Kingdom,negative,-0.755366,liquidsin Heathrow departure,neutral,0.883295,0.208398,0.303424,0.128472,0.012649,0.610034,World's busiest airports by passenger traffic,0.8478
,Transit: Comments,en,"There was a change of flight time to Paris by some 4 hours. I only learned of this when I got to Mauritius.
Why was I not informed beforehand - you have my contact details. I had onward travel reservations which had to be changed at the last minute and this involved having to pay extra!!!!!  ","There was a change of flight time to Paris by some 4 hours. I only learned of this when I got to Mauritius.
Why was I not informed beforehand - you have my contact details. I had onward travel reservations which had to be changed at the last minute and this involved having to pay extra!!!!!  ",Delay management,Negative,DUR-MRU,NK0846,12/06/2019,BUSINESS,002C,319,3BNBF,NO,Male,65-75,Singapore,negative,-0.594194,onward travel reservations,negative,0.954612,0.306366,0.020417,0.027781,0.272003,0.080892,Change,0.91136
Promoter,Transit: Comments,pt,In the,No,none,Neutral,MRU-BOM,NK0748,12/06/2019,ECONOMY,023B,343C,3BNAU,NO,Male,55-64,India,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Transit: Comments,en,"Please avoid irrelevant questions in check-in counters and transit desk by your staff. It was embarrassing when your counter staff's curiosity to know about my affairs in the final destination
Thank you","Please avoid irrelevant questions in check-in counters and transit desk by your staff. It was embarrassing when your counter staff's curiosity to know about my affairs in the final destination
Thank you",Check-in staff,Negative,MAA-MRU,NK0747,21/06/2019,ECONOMY,018F,332,3BNBL,NO,Male,35-44,India,negative,-0.35687,irrelevant questions,negative,0.931606,0.133842,0.473782,0.039927,0.043757,0.25852,,
Passive,Transit: Comments,fr,My luggage was late ...,Mon bagage a eu du retard...,Baggage,negative,MRU-CDG,NK0034,21/06/2019,ECONOMY,043E,359,3BNBQ,NO,Male,26-34,Monaco,negative,-0.905362,luggage,negative,0.980057,0.165337,0.0387,0.237881,0.127212,0.251561,,
Promoter,Transit: Comments,fr,Tracing very easy. Bravo!,Repérage très facile. Bravo !,good service,Positive,MRU-RUN,NK0238,21/06/2019,ECONOMY,004D,319,3BNBF,NO,Male,45-54,France,positive,0.968822,Bravo,positive,0.82613,0.053869,0.032108,0.088482,0.512532,0.061133,,
Promoter,Transit: Comments,en,Switching Terminals in Paris CDG Airport was taking too long and Service was poor.,Switching Terminals in Paris CDG Airport was taking too long and Service was poor.,Bad service,negative,MRU-CDG,NK0034,21/06/2019,ECONOMY,038H,359,3BNBQ,NO,,,,negative,-0.97997,Paris CDG Airport,negative,0.968122,0.213605,0.107221,0.113273,0.016468,0.666795,Paris-Charles de Gaulle Airport,0.955073
Promoter,Transit: Comments,fr,See Comment above,Voir commentaire plus haut,None,,CDG-MRU,NK0045,06/02/2019,ECONOMY,028F,343C,3BNBE,NO,Female,55-64,France,neutral,0,Comment,neutral,0.891414,0.077691,0.353757,0.14994,0.241351,0.122258,,
Detractor,Transit: Comments,fr,Pb with hotel night supported by MK,Pb avec la nuit d'hôtel prise en charge par MK,other,Negative,KUL-MRU,NK0647,20/06/2019,ECONOMY,032G,339,3BNBU,NO,Male,45-54,Madagascar,neutral,0,hotel night,neutral,0.98737,0.036422,0.056248,0.032859,0.151053,0.016249,,
Passive,Transit: Comments,en,I miss my connecting flight due to the flight delay and I would need an attestation from MK related to this issue ,I miss my connecting flight due to the flight delay and I would need an attestation from MK related to this issue ,Delay management,Negative,MRU-KUL,NK0646,19/06/2019,ECONOMY,024D,339,3BNBU,YES,Male,45-54,Mauritius,negative,-0.890458,connecting flight,negative,0.992055,0.104682,0.033957,0.078621,0.003341,0.530894,,
Passive,Transit: Comments,en,Ground staff in Mauritius were excellent. ,Ground staff in Mauritius were excellent. ,good service,Positive,PER-MRU,NK0441,19/06/2019,ECONOMY,019B,332,3BNBL,NO,Male,45-54,Australia,positive,0.958057,Ground staff,positive,1,0.03739,0.106578,0.013756,0.555846,0.063889,,
Detractor,Transit: Comments,fr,Too Time to Wait ,Trop temps dattente ,Too long waiting time,negative,RUN-MRU,NK0219,23/07/2019,ECONOMY,028F,343C,3BNAU,NO,Female,22-25,Reunion,negative,-0.77491,Time,negative,0.5,0.229441,0.054482,0.11523,0.228587,0.311026,,
Passive,Transit: Comments,fr,Far too long waiting 30 minutes to be able to pass the airport transit counter to take a flight emirates,"beaucoup trop long
attente de 30 mn pour pouvoir passer le comptoir transit de l'aéroport pour prendre un vol emirates",Too long waiting time,negative,RUN-MRU,NK0219,19/06/2019,ECONOMY,012H,339,3BNBU,NO,Male,65-75,Reunion,negative,-0.867702,airport transit counter,negative,0.865751,0.071513,0.075061,0.036242,0.033718,0.641335,Dimension stone,0.855062
Passive,Transit: Comments,fr,A bar a little more provided ,Un bar un peu plus fourni ,Other,neutral,CDG-MRU,NK0045,05/04/2019,ECONOMY,031A,359C,3BNBP,NO,Female,55-64,,neutral,0,bar,neutral,0.957921,0.069225,0.063387,0.030395,0.098601,0.229579,1938 births,0.831294
Detractor,Transit: Comments,en,Luggage delay on the return trip,Luggage delay on the return trip,Baggage,negative,NBO-MRU,NK0535,18/06/2019,ECONOMY,014F,319,3BNBF,NO,Male,35-44,Uganda,negative,-0.826109,return trip,negative,0.998517,0.248833,0.032823,0.034867,0.142285,0.443136,The Return,0.91136
Passive,Transit: Comments,en,"Air France and Paris Airport are the worst thinkable partners for a prime-class airline.
No bookable seats and no way to connect seats with couples/families.

And dont get me wrong..... 40min rolling time on the airfield? wtf?","Air France and Paris Airport are the worst thinkable partners for a prime-class airline.
No bookable seats and no way to connect seats with couples/families.

And dont get me wrong..... 40min rolling time on the airfield? wtf?",Not satisfying,Negative,MRU-CDG,NK0034,17/06/2019,ECONOMY,026A,359,3BNBQ,NO,Male,45-54,Germany,negative,-0.875678,Air France,negative,0.959104,0.491452,0.131997,0.092353,0.010924,0.591892,Airline,0.917226
Promoter,Transit: Comments,en,The hectic effort required to move out of plane. perform another luggage and body scan adds up fatigue to the journey,The hectic effort required to move out of plane. perform another luggage and body scan adds up fatigue to the journey,poor customer service,negative,MRU-KUL,NK0646,17/06/2019,ECONOMY,032G,332,3BNBL,NO,Male,35-44,Mauritius,negative,-0.858978,hectic effort,neutral,0.974608,0.060516,0.062233,0.385286,0.349604,0.126502,William John Macquorn Rankine,0.8466
Detractor,Transit: Comments,en,Nothing ,Nothing ,none,neutral,TNR-MRU,NK0289,17/06/2019,ECONOMY,016A,343C,3BNAU,NO,Male,45-54,Madagascar,negative,-0.786487,,,,0.0,0.0,0.0,0.0,0.916667,,
Passive,Transit: Comments,en,Air France is always delayed. I had to run to catch the MK flight,Air France is always delayed. I had to run to catch the MK flight,Delay,Negative,CDG-MRU,NK0045,16/06/2019,BUSINESS,002A,359,3BNBQ,NO,Male,45-54,Netherlands,negative,-0.930392,Air France,negative,0.803929,0.135551,0.057296,0.063949,0.015592,0.238399,France,0.9044
Promoter,Transit: Comments,en,As advised previously not even enough time for a bathroom break as clearing immigration and checkpoints takes a long time which is out of your control,As advised previously not even enough time for a bathroom break as clearing immigration and checkpoints takes a long time which is out of your control,poor customer service,Negative,PER-MRU,NK0441,16/06/2019,ECONOMY,038H,332,3BNBM,NO,Male,45-54,Australia,negative,-0.823834,enough time,negative,0.943286,0.186614,0.214768,0.180083,0.049772,0.378517,Jimmy Jam and Terry Lewis,0.856529
Passive,Transit: Comments,en,Virgin Flight from Sydney to Perth to connect Air Mauritius is very unsatisfactory departure time from Sydney at 8-40am Local Time and Arriving Perth at 1140am Local Time. The Virgin Flight needs to be rescheduled leaving Sydney at 7-30am Sydney Local Time.  The current time of arriving in Perth only gives you 1 hour to Pass through Immagration & Security Checks delays and very limited time if any to shop for Duty-free its Rush Rush Rush once you arrive in Perth with Virgin from Sydney in Perth to connect Aur Mauritius. This is a very serious problem for the ederly and families with young children. Virgin & Air Mauritius need to talk and address this very stressful PROBLEM to satisfy and make the transfer from Virgin Sydney to Perth for Air Mauritius  Stress Free and take more consideration for the Elderly and Parents with Children more time to connect Air Mauritius.,Virgin Flight from Sydney to Perth to connect Air Mauritius is very unsatisfactory departure time from Sydney at 8-40am Local Time and Arriving Perth at 1140am Local Time. The Virgin Flight needs to be rescheduled leaving Sydney at 7-30am Sydney Local Time.  The current time of arriving in Perth only gives you 1 hour to Pass through Immagration & Security Checks delays and very limited time if any to shop for Duty-free its Rush Rush Rush once you arrive in Perth with Virgin from Sydney in Perth to connect Aur Mauritius. This is a very serious problem for the ederly and families with young children. Virgin & Air Mauritius need to talk and address this very stressful PROBLEM to satisfy and make the transfer from Virgin Sydney to Perth for Air Mauritius  Stress Free and take more consideration for the Elderly and Parents with Children more time to connect Air Mauritius.,Flight Scheduling,Negative,PER-MRU,NK0441,16/06/2019,BUSINESS,003A,332,3BNBM,NO,Male,65-75,Australia,negative,-0.664884,Virgin Flight,negative,0.819488,0.326956,0.133994,0.008733,0.16851,0.375409,Rush Rush,0.91136
Passive,Transit: Comments,en,I nearly missed my next flight. Very little presence on the ground in JHb with help and info,I nearly missed my next flight. Very little presence on the ground in JHb with help and info,,Negative,MRU-JNB,NK0851,19/04/2019,ECONOMY,031A,359C,3BNBP,NO,Female,45-54,South Africa,negative,-0.956462,little presence,negative,0.998855,0.041829,0.014818,0.313145,0.058652,0.573478,Online help,0.843768
Passive,Transit: Comments,en,Luggage should be able to be left on board during transit,Luggage should be able to be left on board during transit,recommendation,neutral,KUL-MRU,NK0647,29/06/2019,ECONOMY,034F,332,3BNBL,NO,Male,55-64,Australia,neutral,0,Luggage,neutral,0.919812,0.027318,0.050459,0.090116,0.065264,0.421829,2006 albums,0.863547
Detractor,Transit: Comments,en,Very bad experience ,Very bad experience ,Bad service,negative,SIN-MRU,NK0647,29/06/2019,ECONOMY,042A,332,3BNBL,NO,Male,35-44,Mauritius,negative,-0.976774,bad experience,negative,0.5,0.237258,0.154827,0.196217,0.017062,0.511907,,
Detractor,Transit: Comments,en,Bagage is never send to the final destination ,Bagage is never send to the final destination ,Baggage,Negative,MRU-JNB,NK0851,31/07/2019,ECONOMY,031A,343C,3BNBD,NO,Female,26-34,Qatar,negative,-0.809794,final destination,negative,0.998517,0.0251,0.071131,0.227515,0.605468,0.064983,The Final,0.91136
Promoter,Transit: Comments,fr," The transition is another story that does not necessarily concern Air Mauritius but rather Air India and I am very, very disappointed and dissatisfied", la transition c'est une autre histoire qui ne concerne pas forcément Air Mauritius mais plutôt Air India et ça je suis très mais très déçu et insatisfait,Bad service,Negative,MRU-BOM,NK0748,28/06/2019,ECONOMY,027B,332,3BNBM,NO,Male,26-34,Mauritius,negative,-0.993718,Air Mauritius,negative,0.940547,0.161726,0.258262,0.084979,0.062954,0.65007,Air Mauritius,0.889626
Detractor,Transit: Comments,fr,"Ill-polished reception staff.
Or false information.","Personnel d accueil mal poli.
Ou renseignements faux.",unhelpful staff,Negative,RUN-MRU,NK0239,12/07/2019,ECONOMY,031F,332,3BNBL,YES,Female,45-54,United Arab Emirates,positive,0.509843,false information,neutral,0.997758,0.215269,0.132654,0.254279,0.013726,0.574936,,
Passive,Transit: Comments,en,KLM flight com Lisbon delayed. We have to run over ams airport and klm left my baggage in Amsterdam's ,KLM flight com Lisbon delayed. We have to run over ams airport and klm left my baggage in Amsterdam's ,Delay,Negative,AMS-MRU,NK0073,31/05/2019,ECONOMY,031G,343C,3BNAU,NO,Female,26-34,Portugal,negative,-0.742517,KLM flight com Lisbon,negative,0.958077,0.338224,0.129846,0.091911,0.008406,0.54969,Amsterdam Airport Schiphol,0.94772
Promoter,Transit: Comments,en,I had a connecting flight from Melbourne to Perth. On arrival. at Perth. nobody was there to guide us on how to go to the next gate for international departure from Perth to Mauritius.,I had a connecting flight from Melbourne to Perth. On arrival. at Perth. nobody was there to guide us on how to go to the next gate for international departure from Perth to Mauritius.,poor customer service,negative,PER-MRU,NK0441,26/06/2019,ECONOMY,015G,332,3BNBL,NO,Male,26-34,Australia,negative,-0.469738,next gate,neutral,0.841179,0.025509,0.009883,0.011726,0.100359,0.288434,Water restrictions in Australia,0.851447
Passive,Transit: Comments,fr,Already Missing Staff Queue Interminable,Déjà dit manque de personnel file datt Interminable,Too long waiting time,Negative,RUN-MRU,NK0239,26/12/2018,ECONOMY,031H,343C,3BNAU,NO,Female,55-64,Reunion,negative,-0.995986,Staff Queue Interminable,negative,0.5,0.115825,0.073048,0.177814,0.016991,0.771239,,
Promoter,Transit: Comments,en,"PASSENGERS ON TRANSIT SHOULD BE GIVEN PRIORITY AFTER BUSINESS CLASS PASSENGERS TO DISEMBARK.WAS STATIC FOR MORE THAN HALY AN HOUR AND NEARLY MISS THE CONNECTING FLIGHT WILL LOT OF STRESS AND I EVEN LOST SOME OF MY PERSONAL BELONGINGS .
","PASSENGERS ON TRANSIT SHOULD BE GIVEN PRIORITY AFTER BUSINESS CLASS PASSENGERS TO DISEMBARK.WAS STATIC FOR MORE THAN HALY AN HOUR AND NEARLY MISS THE CONNECTING FLIGHT WILL LOT OF STRESS AND I EVEN LOST SOME OF MY PERSONAL BELONGINGS .
",lost Baggage,negative,MRU-CDG,NK0034,25/06/2019,ECONOMY,032A,359,3BNBQ,NO,Male,55-64,Mauritius,negative,-0.885481,BUSINESS CLASS PASSENGERS,negative,0.979494,0.476388,0.078092,0.198699,0.020622,0.553101,English-language films,0.905715
Promoter,Transit: Comments,en,None,None,none,Neutral,MRU-PER,NK0440,25/06/2019,ECONOMY,031B,332,3BNBL,NO,Male,65-75,Mauritius,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,en,Same as above ,Same as above ,other,,SIN-MRU,NK0647,07/07/2019,ECONOMY,028E,343C,3BNBD,NO,Male,35-44,New Zealand,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,Transit: Comments,en,There was no lunch in lunch time. Not in transit not in connecting flight. Very bad. ,There was no lunch in lunch time. Not in transit not in connecting flight. Very bad. ,Bad service,Negative,MRU-TNR,NK0288,06/07/2019,ECONOMY,019H,343C,3BNBD,NO,Male,45-54,India,negative,-0.978224,lunch time,neutral,0.977603,0.308288,0.20876,0.224821,0.006571,0.578098,Lunch,0.91136
Detractor,Transit: Comments,fr,Improper reporting of formalities. Little pleasant staff ,Mauvaise signalétique quant aux formalités. Personnel peu agréable ,Staff service,Negative,MRU-RUN,NK0238,06/07/2019,ECONOMY,020G,332,3BNBL,NO,Male,45-54,France,negative,-0.676506,Little pleasant staff,positive,0.5,0.104349,0.233843,0.100011,0.2175,0.103342,,
Detractor,Transit: Comments,fr,"We had a connection with a TGV from Air France, because the flight was more than an hour late. We have to run in the airport in order to be able to get up right (30 seconds) on our train. ",Nous avions une connection avec un TGV d'Air France. étant donné que le vol avait plus d'une heure de retard. nous avons du courrir dans l'aéroport afin de pouvoir monter de justesse ( à 30 secondes près) dans notre train. ,delay,Negative,MRU-CDG,NK0034,17/04/2019,ECONOMY,031H,343C,3BNBE,NO,Female,35-44,Belgium,negative,-0.539016,Air France,negative,0.859123,0.191789,0.027378,0.03216,0.130595,0.327015,France,0.924851
Detractor,Transit: Comments,fr,Reservation not respected. Who forced us to stay,Réservation non respecté. qui nous a obligé de rester,Delays ,Negative,TNR-MRU,NK0289,05/04/2019,ECONOMY,032B,332,3BNBL,NO,Female,55-64,France,negative,-0.653198,Reservation,neutral,0.87516,0.238748,0.158419,0.340396,0.045922,0.413843,,
Detractor,Transit: Comments,en,It took forever to get out of the plane and the bus we were put in got into an accident,It took forever to get out of the plane and the bus we were put in got into an accident,Too long waiting time,Negative ,RUN-MRU,NK0219,10/12/2018,ECONOMY,032C,332,3BNBM,NO,Female,26-34,United Arab Emirates,negative,-0.85852,plane,negative,0.747366,0.343783,0.243828,0.216945,0.035671,0.515621,Plane,0.91136
Promoter,Transit: Comments,fr,Not enough Customs teller in transit for passport verification,Pas assez de guichet douane police en transit pour vérification passeport,staff ,negative,ZSE-MRU,NK0257,05/07/2019,ECONOMY,004A,AT7,3BNBO,NO,Male,55-64,Reunion,negative,-0.914242,enough Customs teller,negative,0.99942,0.023175,0.102461,0.107633,0.072146,0.273286,European Union,0.9072
Promoter,Transit: Comments,fr,Why increase prices at the airport according to the currency? This is theft!,Pourquoi augmenter les prix pratiqués à l'aéroport selon la monnaie? C'est du vol!,Other,Negative,MRU-TNR,NK0288,21/12/2018,ECONOMY,032E,343C,3BNBD,NO,Female,45-54,Reunion,negative,-0.942688,increase prices,neutral,0.999874,0.143113,0.037339,0.078989,0.161531,0.056434,According to Jim,0.895888
Detractor,Transit: Comments,en,Not being able to check in early as not even one guy was working . and that airfrance can do nothing about my flight even thoughtit is supposed to be a partnership ,Not being able to check in early as not even one guy was working . and that airfrance can do nothing about my flight even thoughtit is supposed to be a partnership ,lack of staff,negative,CDG-MRU,NK0047,03/07/2019,ECONOMY,018G,343C,3BNBD,NO,Male,18-21,Mauritius,negative,-0.963163,airfrance,negative,0.68657,0.188308,0.103057,0.183611,0.046709,0.655776,,
Promoter,Transit: Comments,fr,No smoking area at the airport of mzurice,Pas de zone fumeur à l'aéroport de mzurice,No smoking area,Negative,RUN-MRU,NK0219,09/01/2019,ECONOMY,032H,343C,TAILNO,NO,Female,18-21,France,neutral,0,smoking area,neutral,0.988348,0.335596,0.047629,0.147336,0.111402,0.512127,Smoking ban,0.85273
Promoter,Transit: Comments,fr,Everything was good,tout était bon,good service,Positive,TNR-MRU,NK0289,02/07/2019,ECONOMY,024H,339,3BNBV,NO,Male,26-34,Madagascar,positive,0.929569,,,,0.031376,0.006467,0.196823,0.709171,0.058217,,
Promoter,Transit: Comments,fr,Communication Marc ,Marc des  communication ,lack of communication,Negative,MRU-CDG,NK0034,02/07/2019,ECONOMY,027F,359,3BNBP,NO,Male,35-44,Mauritius,neutral,0,Communication Marc,neutral,0.5,0.054977,0.036436,0.070739,0.119747,0.271074,American Broadcasting Company,0.843321
Promoter,Transit: Comments,en,Great at holiday inn,Great at holiday inn,good service,Positive,KUL-MRU,NK0647,02/07/2019,ECONOMY,031F,339,3BNBU,NO,Male,65-75,Australia,positive,0.919571,holiday inn,positive,0.999967,0.022132,0.023697,0.029976,0.798981,0.038651,White Christmas,0.842255
Promoter,Transit: Comments,fr,Devoir through immigration while in transit (without leaving the airport). I do not understand its usefulness. All the more so as the people in charge of this work are unpleasant and very slow.,Devoir passer par l'immigration alors que l'on est en transit (sans sortir de laéroport) . je n'en comprends pas l'utilité . d'autant plus que les personnes chargées de ce travail sont désagréables et très lentes.,Too Slow,Negative,RUN-MRU,NK0239,30/06/2019,ECONOMY,009G,343C,3BNAU,NO,Male,55-64,Reunion,negative,-0.946621,charge of this work,negative,0.924478,0.375223,0.116492,0.120323,0.010265,0.661212,Airport,0.851322
Detractor,Transit: Comments,fr,Too long the switch to customs machines in Mauritius ,Trop long le passage aux guichets douane à Maurice ,slow service,Negative,RUN-MRU,NK0239,12/07/2019,ECONOMY,033C,332,3BNBL,NO,Female,45-54,Reunion,neutral,0,customs machines,neutral,0.991771,0.091622,0.028997,0.069031,0.079905,0.209558,,
Promoter,Transit: Comments,en,Because of a delay we hes very little time. but your employee checked us in and we could catch the plane,Because of a delay we hes very little time. but your employee checked us in and we could catch the plane,helpful staff,Positive,MRU-TNR,NK0288,30/06/2019,ECONOMY,031B,339,3BNBU,NO,Male,26-34,Netherlands,negative,-0.579926,little time,negative,0.962886,0.099343,0.126121,0.173659,0.067615,0.510296,Plane,0.91136
Detractor,Transit: Comments,fr,We were in a hurry. When it was your plane that was late. And we were blamed. While we were not at fault.,On nous a pressé. alors que c'est votre avion qui était en retard. Et on nous a blâmé. alors que nous n'étions pas fautifs.,delay,negative,ZSE-MRU,NK0257,30/06/2019,ECONOMY,015F,AT7,3BNBO,NO,Male,18-21,Reunion,negative,-0.943539,plane,negative,0.869601,0.407369,0.322046,0.233156,0.022963,0.377925,,
Passive,Transit: Comments,en,Delay caused 15mins to get from one flight through immigration to next flight. nightmare and one piece of hold luggage was not transferred ,Delay caused 15mins to get from one flight through immigration to next flight. nightmare and one piece of hold luggage was not transferred ,Delay management,Negative,JNB-MRU,NK0852,21/08/2019,ECONOMY,033D,332,3BNBL,NO,Female,45-54,United Kingdom,negative,-0.984782,piece of hold luggage,negative,0.862449,0.226791,0.14389,0.287675,0.008807,0.531891,Luggage,0.886784
Detractor,Transit: Comments,en,Very bad experience ,Very bad experience ,bad service,Negative,SIN-MRU,NK0647,29/06/2019,ECONOMY,042A,332,3BNBL,NO,Male,35-44,Mauritius,negative,-0.976774,bad experience,negative,0.5,0.237258,0.154827,0.196217,0.017062,0.511907,,
Detractor,Transit: Comments,fr,"The follow up of suitcases in the hold is a big concern.
For info. Up to the present time I still have not received my suitcases and it has been 2 days!","le suivi des valises en soute est un gros souci.
Pour infos. jusqu'à l'heure actuelle je n'ai toujours pas reçu mes valises et cela fait 2 jours!",lost Baggage,Negative,NBO-MRU,NK0535,29/06/2019,ECONOMY,018E,319,3BNBF,NO,Male,26-34,Congo,negative,-0.897566,present time,negative,0.999756,0.046759,0.02983,0.139646,0.513711,0.112886,Time,0.9499
Promoter,Transit: Comments,fr," The transition is another story that does not necessarily concern Air Mauritius but rather Air India and I am very, very disappointed and dissatisfied", la transition c'est une autre histoire qui ne concerne pas forcément Air Mauritius mais plutôt Air India et ça je suis très mais très déçu et insatisfait,bad service of Air India,Negative,MRU-BOM,NK0748,28/06/2019,ECONOMY,027B,332,3BNBM,NO,Male,26-34,Mauritius,negative,-0.993718,Air Mauritius,negative,0.940547,0.161726,0.258262,0.084979,0.062954,0.65007,Air Mauritius,0.889626
Detractor,Transit: Comments,en,With only one destination in Australia. it makes it hard to travel to further places. Have to sleep overnight in Perth to be able to go anywhere else. A direct flight to Melbourne would be amazing.,With only one destination in Australia. it makes it hard to travel to further places. Have to sleep overnight in Perth to be able to go anywhere else. A direct flight to Melbourne would be amazing.,Direct flights,negative,MRU-PER,NK0440,10/08/2019,ECONOMY,033H,332,3BNBM,NO,Female,26-34,Mauritius,positive,0.754374,direct flight,positive,0.984188,0.03477,0.008062,0.103708,0.557167,0.315885,Australia,0.905081
Promoter,Transit: Comments,fr,Too slow to work,trop lent sur facon de travailler,Too Slow,Negative,MRU-TNR,NK0288,04/12/2018,ECONOMY,034A,343C,3BNAU,YES,Female,26-34,Madagascar,negative,-0.939357,,,,0.242827,0.029112,0.225368,0.013866,0.715599,Electropop songs,0.869548
Promoter,Transit: Comments,fr,Since the introduction of the new airport. The transit service has accelerated considerably and is effective ,Depuis  la mise en service du nouvel aéroport. le service transit sest considérablement accéléré et est particuli efficace ,good service,Positive,ZSE-MRU,NK0257,28/06/2019,ECONOMY,019A,AT7,3BNBG,NO,Male,65-75,Reunion,positive,0.889135,transit service,positive,0.999898,0.058023,0.028887,0.071228,0.22824,0.357772,Introduction,0.91136
Passive,Transit: Comments,fr,2 times queue for customs clearance,Faire 2 fois la file d attente pour passer la douane,Bad service,negative,RUN-MRU,NK0239,05/07/2019,ECONOMY,034E,339,3BNBU,NO,Female,35-44,Reunion,neutral,0,times queue,neutral,0.988348,0.066679,0.071601,0.063107,0.158755,0.175724,,
Promoter,Transit: Comments,fr,It would be interesting and benevolent to clearly indicate to customers what a counter in Mauritius when we are in transit,Il serait intéressant et bienveillant dindiquer clairement aux clients par quel comptoir passer à Maurice quand on est en transit,recommendation,Negative,MRU-CDG,NK0036,20/07/2019,ECONOMY,034H,343C,3BNBD,NO,Female,35-44,Reunion,positive,0.302756,customers,positive,0.659489,0.023124,0.021485,0.05136,0.188262,0.530001,Drama films,0.849019
Promoter,Transit: Comments,pt,In the,No,None,neutral,TNR-MRU,NK0289,05/08/2019,ECONOMY,034J,359,3BNBP,NO,Female,45-54,Madagascar,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,Transit: Comments,en,Plane late by nealy 3hrs,Plane late by nealy 3hrs,delay,negative,PER-MRU,NK0441,14/07/2019,ECONOMY,029A,332,3BNBL,NO,Male,65-75,Australia,neutral,0,nealy 3hrs,neutral,0.97332,0.320474,0.075984,0.324295,0.162979,0.330576,,
Passive,Transit: Comments,fr,Time of Customs Formalities Too Long and Inappropriate,Temps des formalités de douanes trop longs et mal indiqué,low service,Negative,RUN-MRU,NK0219,14/07/2019,ECONOMY,015C,339,3BNBU,NO,Male,45-54,Reunion,negative,-0.906618,Time of Customs Formalities,negative,0.999553,0.039864,0.713858,0.041012,0.032769,0.295594,Immanuel Kant,0.86105
Detractor,Transit: Comments,en,Again. see comments on access to water or toilets ...very unsatisfied,Again. see comments on access to water or toilets ...very unsatisfied,Other,Negative,SIN-MRU,NK0647,13/12/2018,ECONOMY,035A,332,3BNBM,NO,Female,55-64,Australia,negative,-0.886691,comments,negative,0.775396,0.151519,0.80108,0.083683,0.021893,0.148418,Water,0.845381
Passive,Transit: Comments,fr,Tgv coming from Brussels with 25 minutes late to Lille match request aid in train and air representative on dock no help received,Tgv venant de Bruxelles avec 25 minutes de retard à Lille  correspondance demande aide  dans le train et à représentant de air  france à quai aucune  aide  reçue,bad service,Negative,CDG-MRU,NK0045,13/07/2019,ECONOMY,012H,359,3BNBP,NO,Male,65-75,Belgium,negative,-0.808442,Lille match request aid,negative,0.954624,0.184487,0.22312,0.109805,0.08468,0.250446,Eurostar,0.879005
Detractor,Transit: Comments,en,Flight rescheduled - no communication to us - no representative from Air Mauritius there to tell us what to do and where to go ,Flight rescheduled - no communication to us - no representative from Air Mauritius there to tell us what to do and where to go ,Flight Scheduling,Negative,AMS-MRU,NK0073,02/04/2019,ECONOMY,035E,343C,3BNBE,NO,Female,35-44,United Kingdom,negative,-0.465565,Air Mauritius,negative,0.87712,0.104449,0.025508,0.127317,0.065214,0.076459,Mauritius,0.9044
